608, 323
611, 317
614.5, 310.5
617, 302
618.5, 296
620.5, 291.5
621.5, 284
621.5, 278
621.5, 272
620, 266
617, 260
614, 253.25
610.5, 247.5
606.5, 241.25
602.5, 237.5
596, 231.5
589.5, 226.5
584, 222.5
578, 218
572, 215
566, 212
560, 209
554, 206
548, 203.75
542, 203
536, 203
530, 201.5
524, 201.5
518, 201.5
512, 203
506, 203
500, 203.75
494, 205.95000000000002
488, 206
482, 209
476, 211.25
470, 213.5
464, 218
458, 222.5
452, 227.75
446, 233.875
440, 242.75
434.5, 250.5
431, 257
428.5, 265.5
425.5, 275
423.5, 281
422.5, 290
422, 297.5
422, 303.5
422, 309.5
421.5, 316.5
423.5, 323
425, 330.5
424.5, 337.5
428, 345.5
428, 351.5
430.5, 360.5
434, 366.5
434, 372.5
437.5, 379.5
441.5, 383
443, 389
446, 395
449, 401
452, 407
455.5, 414.5
459.5, 416
461.5, 423.5
465.5, 425
467.5, 432.5
471.5, 436.25
476, 441.5
479.5, 448
484.5, 451.5
488.5, 457
494, 462.5
500, 468.5
505.5, 472.5
509.5, 478
515, 480.5
521.5, 486.5
527, 489.5
533, 494
539, 498.5
545, 501.5
551, 506
557, 509
563, 513.5
569, 516.5
575, 519.5
581, 524
587.5, 528.5555555555555
593, 531.5
599, 534.5
605, 539
611, 543.5
616.5, 547.5
620.5, 553
625.5, 556.5
629, 562.25
632.5, 568.5
635.5, 578
636.5, 587
636.5, 593
635.5, 602
633.5, 608
631.5, 615.5
626.5, 622.5
622.5, 630.5
617, 635.7499999999999
611, 641.7583333333333
605, 645.5
598.5, 651.4444444444445
593, 654.5
587, 657.5
581, 660.5
575, 663.5
569, 666.5
563, 668.75
557, 671
551, 674
545, 675.5
539, 677
533, 679.25
527, 680
521, 681.5
515, 683
509, 683.75
503, 685.25
497, 686
491, 686.75
485, 688.25
479, 689
473, 689
467, 689
461, 690.5
455, 691.25
449, 692
443, 692
437, 692
431, 692
425, 692
419, 692
413, 692
407, 692
401, 693.5
395, 693.5
389, 693.5
383, 693.5
377, 694.25
371, 695
365, 695
359, 695
353, 695
347, 695
341, 695
335, 695
329, 696.5
323, 697.25
317, 698
311, 698
305, 698.75
299, 701
293, 701
287, 703.25
281, 704
275, 706.9333333333333
269, 708.5
263, 710
257, 713
251, 715.25
245, 717.5
239, 720.5
233, 725
227, 728
221, 732.5
215, 735.5
208.5, 741.5
203, 744.5
197, 750.5
191, 756.5
185, 764.75
179, 770.75
173.5, 778.5
170, 785
167, 791
164.5, 798.5
162.5, 803
