,repo,week,commits,total commits
825,glumpy,46,0.0,42.0
826,glumpy,47,0.0,42.0
827,glumpy,48,0.0,42.0
828,glumpy,49,0.0,42.0
829,glumpy,50,0.0,42.0
830,glumpy,51,1.0,42.0
831,glumpy,52,1.0,42.0
832,vispy,1,2.0,296.0
833,vispy,2,0.0,296.0
834,vispy,3,0.0,296.0
835,vispy,4,4.0,296.0
836,vispy,5,1.0,296.0
837,vispy,6,14.0,296.0
838,vispy,7,26.0,296.0
839,vispy,8,2.0,296.0
840,vispy,9,1.0,296.0
841,vispy,10,24.0,296.0
842,vispy,11,24.0,296.0
843,vispy,12,24.0,296.0
844,vispy,13,8.0,296.0
845,vispy,14,1.0,296.0
846,vispy,15,1.0,296.0
847,vispy,16,2.0,296.0
848,vispy,17,4.0,296.0
849,vispy,18,5.0,296.0
850,vispy,19,4.0,296.0
851,vispy,20,5.0,296.0
852,vispy,21,0.0,296.0
853,vispy,22,4.0,296.0
854,vispy,23,4.0,296.0
855,vispy,24,10.0,296.0
856,vispy,25,4.0,296.0
857,vispy,26,7.0,296.0
858,vispy,27,27.0,296.0
859,vispy,28,0.0,296.0
860,vispy,29,15.0,296.0
861,vispy,30,4.0,296.0
862,vispy,31,0.0,296.0
863,vispy,32,9.0,296.0
864,vispy,33,15.0,296.0
865,vispy,34,6.0,296.0
866,vispy,35,0.0,296.0
867,vispy,36,4.0,296.0
868,vispy,37,10.0,296.0
869,vispy,38,0.0,296.0
870,vispy,39,1.0,296.0
871,vispy,40,1.0,296.0
872,vispy,41,0.0,296.0
873,vispy,42,12.0,296.0
874,vispy,43,1.0,296.0
875,vispy,44,0.0,296.0
876,vispy,45,2.0,296.0
877,vispy,46,3.0,296.0
878,vispy,47,1.0,296.0
879,vispy,48,1.0,296.0
880,vispy,49,2.0,296.0
881,vispy,50,0.0,296.0
882,vispy,51,1.0,296.0
883,vispy,52,0.0,296.0
884,toyplot,1,1.0,112.0
885,toyplot,2,3.0,112.0
886,toyplot,3,19.0,112.0
887,toyplot,4,5.0,112.0
888,toyplot,5,13.0,112.0
889,toyplot,6,0.0,112.0
890,toyplot,7,0.0,112.0
891,toyplot,8,8.0,112.0
892,toyplot,9,2.0,112.0
893,toyplot,10,0.0,112.0
894,toyplot,11,8.0,112.0
895,toyplot,12,1.0,112.0
896,toyplot,13,0.0,112.0
897,toyplot,14,0.0,112.0
898,toyplot,15,0.0,112.0
899,toyplot,16,0.0,112.0
900,toyplot,17,0.0,112.0
901,toyplot,18,0.0,112.0
902,toyplot,19,0.0,112.0
903,toyplot,20,0.0,112.0
904,toyplot,21,0.0,112.0
905,toyplot,22,1.0,112.0
906,toyplot,23,0.0,112.0
907,toyplot,24,10.0,112.0
908,toyplot,25,1.0,112.0
909,toyplot,26,0.0,112.0
910,toyplot,27,0.0,112.0
911,toyplot,28,1.0,112.0
912,toyplot,29,0.0,112.0
913,toyplot,30,2.0,112.0
914,toyplot,31,0.0,112.0
915,toyplot,32,1.0,112.0
916,toyplot,33,14.0,112.0
917,toyplot,34,12.0,112.0
918,toyplot,35,0.0,112.0
919,toyplot,36,2.0,112.0
920,toyplot,37,0.0,112.0
921,toyplot,38,0.0,112.0
922,toyplot,39,0.0,112.0
923,toyplot,40,0.0,112.0
924,toyplot,41,0.0,112.0
925,toyplot,42,0.0,112.0
926,toyplot,43,0.0,112.0
927,toyplot,44,0.0,112.0
928,toyplot,45,1.0,112.0
929,toyplot,46,0.0,112.0
930,toyplot,47,4.0,112.0
931,toyplot,48,0.0,112.0
932,toyplot,49,2.0,112.0
933,toyplot,50,0.0,112.0
934,toyplot,51,0.0,112.0
935,toyplot,52,1.0,112.0
936,pyqtgraph,1,0.0,330.0
937,pyqtgraph,2,0.0,330.0
938,pyqtgraph,3,12.0,330.0
939,pyqtgraph,4,6.0,330.0
940,pyqtgraph,5,35.0,330.0
941,pyqtgraph,6,11.0,330.0
942,pyqtgraph,7,28.0,330.0
943,pyqtgraph,8,24.0,330.0
944,pyqtgraph,9,5.0,330.0
945,pyqtgraph,10,9.0,330.0
946,pyqtgraph,11,0.0,330.0
947,pyqtgraph,12,2.0,330.0
948,pyqtgraph,13,0.0,330.0
949,pyqtgraph,14,1.0,330.0
950,pyqtgraph,15,0.0,330.0
951,pyqtgraph,16,0.0,330.0
952,pyqtgraph,17,0.0,330.0
953,pyqtgraph,18,1.0,330.0
954,pyqtgraph,19,1.0,330.0
955,pyqtgraph,20,0.0,330.0
956,pyqtgraph,21,1.0,330.0
957,pyqtgraph,22,0.0,330.0
958,pyqtgraph,23,0.0,330.0
959,pyqtgraph,24,18.0,330.0
960,pyqtgraph,25,15.0,330.0
961,pyqtgraph,26,1.0,330.0
962,pyqtgraph,27,8.0,330.0
963,pyqtgraph,28,6.0,330.0
964,pyqtgraph,29,2.0,330.0
965,pyqtgraph,30,3.0,330.0
966,pyqtgraph,31,2.0,330.0
967,pyqtgraph,32,0.0,330.0
968,pyqtgraph,33,19.0,330.0
969,pyqtgraph,34,3.0,330.0
970,pyqtgraph,35,1.0,330.0
971,pyqtgraph,36,1.0,330.0
972,pyqtgraph,37,39.0,330.0
973,pyqtgraph,38,7.0,330.0
974,pyqtgraph,39,6.0,330.0
975,pyqtgraph,40,5.0,330.0
976,pyqtgraph,41,7.0,330.0
977,pyqtgraph,42,14.0,330.0
978,pyqtgraph,43,6.0,330.0
979,pyqtgraph,44,9.0,330.0
980,pyqtgraph,45,6.0,330.0
981,pyqtgraph,46,1.0,330.0
982,pyqtgraph,47,9.0,330.0
983,pyqtgraph,48,2.0,330.0
984,pyqtgraph,49,0.0,330.0
985,pyqtgraph,50,4.0,330.0
986,pyqtgraph,51,0.0,330.0
987,pyqtgraph,52,0.0,330.0
988,lightning-python,1,0.0,0.0
989,lightning-python,2,0.0,0.0
990,lightning-python,3,0.0,0.0
991,lightning-python,4,0.0,0.0
992,lightning-python,5,0.0,0.0
993,lightning-python,6,0.0,0.0
994,lightning-python,7,0.0,0.0
995,lightning-python,8,0.0,0.0
996,lightning-python,9,0.0,0.0
997,lightning-python,10,0.0,0.0
998,lightning-python,11,0.0,0.0
999,lightning-python,12,0.0,0.0
1000,lightning-python,13,0.0,0.0
1001,lightning-python,14,0.0,0.0
1002,lightning-python,15,0.0,0.0
1003,lightning-python,16,0.0,0.0
1004,lightning-python,17,0.0,0.0
1005,lightning-python,18,0.0,0.0
1006,lightning-python,19,0.0,0.0
1007,lightning-python,20,0.0,0.0
1008,lightning-python,21,0.0,0.0
1009,lightning-python,22,0.0,0.0
1010,lightning-python,23,0.0,0.0
1011,lightning-python,24,0.0,0.0
1012,lightning-python,25,0.0,0.0
1013,lightning-python,26,0.0,0.0
1014,lightning-python,27,0.0,0.0
1015,lightning-python,28,0.0,0.0
1016,lightning-python,29,0.0,0.0
1017,lightning-python,30,0.0,0.0
1018,lightning-python,31,0.0,0.0
1019,lightning-python,32,0.0,0.0
1020,lightning-python,33,0.0,0.0
1021,lightning-python,34,0.0,0.0
1022,lightning-python,35,0.0,0.0
1023,lightning-python,36,0.0,0.0
1024,lightning-python,37,0.0,0.0
1025,lightning-python,38,0.0,0.0
1026,lightning-python,39,0.0,0.0
1027,lightning-python,40,0.0,0.0
1028,lightning-python,41,0.0,0.0
1029,lightning-python,42,0.0,0.0
1030,lightning-python,43,0.0,0.0
1031,lightning-python,44,0.0,0.0
1032,lightning-python,45,0.0,0.0
1033,lightning-python,46,0.0,0.0
1034,lightning-python,47,0.0,0.0
1035,lightning-python,48,0.0,0.0
1036,lightning-python,49,0.0,0.0
1037,lightning-python,50,0.0,0.0
1038,lightning-python,51,0.0,0.0
1039,lightning-python,52,0.0,0.0
1040,pythreejs,1,35.0,320.0
1041,pythreejs,2,1.0,320.0
1042,pythreejs,3,0.0,320.0
1043,pythreejs,4,14.0,320.0
1044,pythreejs,5,8.0,320.0
1045,pythreejs,6,18.0,320.0
1046,pythreejs,7,3.0,320.0
1047,pythreejs,8,5.0,320.0
1048,pythreejs,9,14.0,320.0
1049,pythreejs,10,17.0,320.0
1050,pythreejs,11,13.0,320.0
1051,pythreejs,12,2.0,320.0
1052,pythreejs,13,23.0,320.0
1053,pythreejs,14,18.0,320.0
1054,pythreejs,15,5.0,320.0
1055,pythreejs,16,1.0,320.0
1056,pythreejs,17,5.0,320.0
1057,pythreejs,18,14.0,320.0
1058,pythreejs,19,0.0,320.0
1059,pythreejs,20,3.0,320.0
1060,pythreejs,21,4.0,320.0
1061,pythreejs,22,0.0,320.0
1062,pythreejs,23,0.0,320.0
1063,pythreejs,24,11.0,320.0
1064,pythreejs,25,30.0,320.0
1065,pythreejs,26,8.0,320.0
1066,pythreejs,27,1.0,320.0
1067,pythreejs,28,1.0,320.0
1068,pythreejs,29,8.0,320.0
1069,pythreejs,30,10.0,320.0
1070,pythreejs,31,10.0,320.0
1071,pythreejs,32,0.0,320.0
1072,pythreejs,33,5.0,320.0
1073,pythreejs,34,1.0,320.0
1074,pythreejs,35,10.0,320.0
1075,pythreejs,36,1.0,320.0
1076,pythreejs,37,2.0,320.0
1077,pythreejs,38,0.0,320.0
1078,pythreejs,39,2.0,320.0
1079,pythreejs,40,4.0,320.0
1080,pythreejs,41,0.0,320.0
1081,pythreejs,42,0.0,320.0
1082,pythreejs,43,6.0,320.0
1083,pythreejs,44,4.0,320.0
1084,pythreejs,45,0.0,320.0
1085,pythreejs,46,1.0,320.0
1086,pythreejs,47,0.0,320.0
1087,pythreejs,48,0.0,320.0
1088,pythreejs,49,0.0,320.0
1089,pythreejs,50,0.0,320.0
1090,pythreejs,51,2.0,320.0
1091,pythreejs,52,0.0,320.0
1092,cufflinks,1,3.0,57.0
1093,cufflinks,2,1.0,57.0
1094,cufflinks,3,0.0,57.0
1095,cufflinks,4,0.0,57.0
1096,cufflinks,5,0.0,57.0
1097,cufflinks,6,0.0,57.0
1098,cufflinks,7,1.0,57.0
1099,cufflinks,8,0.0,57.0
1100,cufflinks,9,0.0,57.0
1101,cufflinks,10,1.0,57.0
1102,cufflinks,11,0.0,57.0
1103,cufflinks,12,5.0,57.0
1104,cufflinks,13,1.0,57.0
1105,cufflinks,14,0.0,57.0
1106,cufflinks,15,0.0,57.0
1107,cufflinks,16,0.0,57.0
1108,cufflinks,17,0.0,57.0
1109,cufflinks,18,0.0,57.0
1110,cufflinks,19,0.0,57.0
1111,cufflinks,20,0.0,57.0
1112,cufflinks,21,2.0,57.0
1113,cufflinks,22,1.0,57.0
1114,cufflinks,23,0.0,57.0
1115,cufflinks,24,0.0,57.0
1116,cufflinks,25,0.0,57.0
1117,cufflinks,26,0.0,57.0
1118,cufflinks,27,0.0,57.0
1119,cufflinks,28,0.0,57.0
1120,cufflinks,29,0.0,57.0
1121,cufflinks,30,1.0,57.0
1122,cufflinks,31,0.0,57.0
1123,cufflinks,32,10.0,57.0
1124,cufflinks,33,7.0,57.0
1125,cufflinks,34,4.0,57.0
1126,cufflinks,35,0.0,57.0
1127,cufflinks,36,1.0,57.0
1128,cufflinks,37,1.0,57.0
1129,cufflinks,38,0.0,57.0
1130,cufflinks,39,0.0,57.0
1131,cufflinks,40,0.0,57.0
1132,cufflinks,41,0.0,57.0
1133,cufflinks,42,0.0,57.0
1134,cufflinks,43,6.0,57.0
1135,cufflinks,44,3.0,57.0
1136,cufflinks,45,1.0,57.0
1137,cufflinks,46,2.0,57.0
1138,cufflinks,47,1.0,57.0
1139,cufflinks,48,3.0,57.0
1140,cufflinks,49,1.0,57.0
1141,cufflinks,50,0.0,57.0
1142,cufflinks,51,0.0,57.0
1143,cufflinks,52,1.0,57.0
1144,yt,1,6.0,1112.0
1145,yt,2,0.0,1112.0
1146,yt,3,9.0,1112.0
1147,yt,4,18.0,1112.0
1148,yt,5,27.0,1112.0
1149,yt,6,12.0,1112.0
1150,yt,7,33.0,1112.0
1151,yt,8,11.0,1112.0
1152,yt,9,30.0,1112.0
1153,yt,10,9.0,1112.0
1154,yt,11,14.0,1112.0
1155,yt,12,17.0,1112.0
1156,yt,13,44.0,1112.0
1157,yt,14,22.0,1112.0
1158,yt,15,17.0,1112.0
1159,yt,16,72.0,1112.0
1160,yt,17,29.0,1112.0
1161,yt,18,9.0,1112.0
1162,yt,19,14.0,1112.0
1163,yt,20,0.0,1112.0
1164,yt,21,5.0,1112.0
1165,yt,22,22.0,1112.0
1166,yt,23,21.0,1112.0
1167,yt,24,7.0,1112.0
1168,yt,25,6.0,1112.0
1169,yt,26,37.0,1112.0
1170,yt,27,10.0,1112.0
1171,yt,28,15.0,1112.0
1172,yt,29,14.0,1112.0
1173,yt,30,9.0,1112.0
1174,yt,31,25.0,1112.0
1175,yt,32,11.0,1112.0
1176,yt,33,30.0,1112.0
1177,yt,34,11.0,1112.0
1178,yt,35,23.0,1112.0
1179,yt,36,18.0,1112.0
1180,yt,37,27.0,1112.0
1181,yt,38,29.0,1112.0
1182,yt,39,23.0,1112.0
1183,yt,40,34.0,1112.0
1184,yt,41,38.0,1112.0
1185,yt,42,40.0,1112.0
1186,yt,43,43.0,1112.0
1187,yt,44,24.0,1112.0
1188,yt,45,26.0,1112.0
1189,yt,46,44.0,1112.0
1190,yt,47,13.0,1112.0
1191,yt,48,35.0,1112.0
1192,yt,49,23.0,1112.0
1193,yt,50,17.0,1112.0
1194,yt,51,22.0,1112.0
1195,yt,52,17.0,1112.0
1196,d3py,1,0.0,0.0
1197,d3py,2,0.0,0.0
1198,d3py,3,0.0,0.0
1199,d3py,4,0.0,0.0
1200,d3py,5,0.0,0.0
1201,d3py,6,0.0,0.0
1202,d3py,7,0.0,0.0
1203,d3py,8,0.0,0.0
1204,d3py,9,0.0,0.0
1205,d3py,10,0.0,0.0
1206,d3py,11,0.0,0.0
1207,d3py,12,0.0,0.0
1208,d3py,13,0.0,0.0
1209,d3py,14,0.0,0.0
1210,d3py,15,0.0,0.0
1211,d3py,16,0.0,0.0
1212,d3py,17,0.0,0.0
1213,d3py,18,0.0,0.0
1214,d3py,19,0.0,0.0
1215,d3py,20,0.0,0.0
1216,d3py,21,0.0,0.0
1217,d3py,22,0.0,0.0
1218,d3py,23,0.0,0.0
1219,d3py,24,0.0,0.0
1220,d3py,25,0.0,0.0
1221,d3py,26,0.0,0.0
1222,d3py,27,0.0,0.0
1223,d3py,28,0.0,0.0
1224,d3py,29,0.0,0.0
1225,d3py,30,0.0,0.0
1226,d3py,31,0.0,0.0
1227,d3py,32,0.0,0.0
1228,d3py,33,0.0,0.0
1229,d3py,34,0.0,0.0
1230,d3py,35,0.0,0.0
1231,d3py,36,0.0,0.0
1232,d3py,37,0.0,0.0
1233,d3py,38,0.0,0.0
1234,d3py,39,0.0,0.0
1235,d3py,40,0.0,0.0
1236,d3py,41,0.0,0.0
1237,d3py,42,0.0,0.0
1238,d3py,43,0.0,0.0
1239,d3py,44,0.0,0.0
1240,d3py,45,0.0,0.0
1241,d3py,46,0.0,0.0
1242,d3py,47,0.0,0.0
1243,d3py,48,0.0,0.0
1244,d3py,49,0.0,0.0
1245,d3py,50,0.0,0.0
1246,d3py,51,0.0,0.0
1247,d3py,52,0.0,0.0
1248,ipyleaflet,1,2.0,240.0
1249,ipyleaflet,2,0.0,240.0
1250,ipyleaflet,3,2.0,240.0
1251,ipyleaflet,4,1.0,240.0
1252,ipyleaflet,5,0.0,240.0
1253,ipyleaflet,6,0.0,240.0
1254,ipyleaflet,7,0.0,240.0
1255,ipyleaflet,8,0.0,240.0
1256,ipyleaflet,9,0.0,240.0
1257,ipyleaflet,10,0.0,240.0
1258,ipyleaflet,11,7.0,240.0
1259,ipyleaflet,12,6.0,240.0
1260,ipyleaflet,13,3.0,240.0
1261,ipyleaflet,14,0.0,240.0
1262,ipyleaflet,15,0.0,240.0
1263,ipyleaflet,16,4.0,240.0
1264,ipyleaflet,17,1.0,240.0
1265,ipyleaflet,18,6.0,240.0
1266,ipyleaflet,19,0.0,240.0
1267,ipyleaflet,20,0.0,240.0
1268,ipyleaflet,21,3.0,240.0
1269,ipyleaflet,22,0.0,240.0
1270,ipyleaflet,23,4.0,240.0
1271,ipyleaflet,24,0.0,240.0
1272,ipyleaflet,25,23.0,240.0
1273,ipyleaflet,26,22.0,240.0
1274,ipyleaflet,27,11.0,240.0
1275,ipyleaflet,28,13.0,240.0
1276,ipyleaflet,29,0.0,240.0
1277,ipyleaflet,30,0.0,240.0
1278,ipyleaflet,31,7.0,240.0
1279,ipyleaflet,32,9.0,240.0
1280,ipyleaflet,33,0.0,240.0
1281,ipyleaflet,34,21.0,240.0
1282,ipyleaflet,35,13.0,240.0
1283,ipyleaflet,36,11.0,240.0
1284,ipyleaflet,37,2.0,240.0
1285,ipyleaflet,38,0.0,240.0
1286,ipyleaflet,39,0.0,240.0
1287,ipyleaflet,40,3.0,240.0
1288,ipyleaflet,41,1.0,240.0
1289,ipyleaflet,42,0.0,240.0
1290,ipyleaflet,43,14.0,240.0
1291,ipyleaflet,44,11.0,240.0
1292,ipyleaflet,45,13.0,240.0
1293,ipyleaflet,46,19.0,240.0
1294,ipyleaflet,47,3.0,240.0
1295,ipyleaflet,48,0.0,240.0
1296,ipyleaflet,49,0.0,240.0
1297,ipyleaflet,50,1.0,240.0
1298,ipyleaflet,51,4.0,240.0
1299,ipyleaflet,52,0.0,240.0
1300,bqplot,1,7.0,259.0
1301,bqplot,2,6.0,259.0
1302,bqplot,3,5.0,259.0
1303,bqplot,4,4.0,259.0
1304,bqplot,5,6.0,259.0
1305,bqplot,6,3.0,259.0
1306,bqplot,7,5.0,259.0
1307,bqplot,8,0.0,259.0
1308,bqplot,9,1.0,259.0
1309,bqplot,10,5.0,259.0
1310,bqplot,11,0.0,259.0
1311,bqplot,12,6.0,259.0
1312,bqplot,13,1.0,259.0
1313,bqplot,14,20.0,259.0
1314,bqplot,15,4.0,259.0
1315,bqplot,16,0.0,259.0
1316,bqplot,17,6.0,259.0
1317,bqplot,18,8.0,259.0
1318,bqplot,19,10.0,259.0
1319,bqplot,20,0.0,259.0
1320,bqplot,21,0.0,259.0
1321,bqplot,22,3.0,259.0
1322,bqplot,23,3.0,259.0
1323,bqplot,24,4.0,259.0
1324,bqplot,25,7.0,259.0
1325,bqplot,26,2.0,259.0
1326,bqplot,27,9.0,259.0
1327,bqplot,28,0.0,259.0
1328,bqplot,29,9.0,259.0
1329,bqplot,30,2.0,259.0
1330,bqplot,31,3.0,259.0
1331,bqplot,32,1.0,259.0
1332,bqplot,33,3.0,259.0
1333,bqplot,34,7.0,259.0
1334,bqplot,35,3.0,259.0
1335,bqplot,36,3.0,259.0
1336,bqplot,37,7.0,259.0
1337,bqplot,38,3.0,259.0
1338,bqplot,39,11.0,259.0
1339,bqplot,40,18.0,259.0
1340,bqplot,41,2.0,259.0
1341,bqplot,42,1.0,259.0
1342,bqplot,43,4.0,259.0
1343,bqplot,44,6.0,259.0
1344,bqplot,45,2.0,259.0
1345,bqplot,46,4.0,259.0
1346,bqplot,47,1.0,259.0
1347,bqplot,48,6.0,259.0
1348,bqplot,49,15.0,259.0
1349,bqplot,50,13.0,259.0
1350,bqplot,51,5.0,259.0
1351,bqplot,52,5.0,259.0
1352,cartopy,1,2.0,175.0
1353,cartopy,2,0.0,175.0
1354,cartopy,3,1.0,175.0
1355,cartopy,4,2.0,175.0
1356,cartopy,5,0.0,175.0
1357,cartopy,6,0.0,175.0
1358,cartopy,7,1.0,175.0
1359,cartopy,8,0.0,175.0
1360,cartopy,9,0.0,175.0
1361,cartopy,10,9.0,175.0
1362,cartopy,11,0.0,175.0
1363,cartopy,12,0.0,175.0
1364,cartopy,13,0.0,175.0
1365,cartopy,14,7.0,175.0
1366,cartopy,15,10.0,175.0
1367,cartopy,16,19.0,175.0
1368,cartopy,17,6.0,175.0
1369,cartopy,18,9.0,175.0
1370,cartopy,19,0.0,175.0
1371,cartopy,20,2.0,175.0
1372,cartopy,21,12.0,175.0
1373,cartopy,22,3.0,175.0
1374,cartopy,23,2.0,175.0
1375,cartopy,24,0.0,175.0
1376,cartopy,25,1.0,175.0
1377,cartopy,26,9.0,175.0
1378,cartopy,27,10.0,175.0
1379,cartopy,28,23.0,175.0
1380,cartopy,29,5.0,175.0
1381,cartopy,30,0.0,175.0
1382,cartopy,31,2.0,175.0
1383,cartopy,32,2.0,175.0
1384,cartopy,33,0.0,175.0
1385,cartopy,34,0.0,175.0
1386,cartopy,35,1.0,175.0
1387,cartopy,36,2.0,175.0
1388,cartopy,37,5.0,175.0
1389,cartopy,38,0.0,175.0
1390,cartopy,39,0.0,175.0
1391,cartopy,40,5.0,175.0
1392,cartopy,41,0.0,175.0
1393,cartopy,42,1.0,175.0
1394,cartopy,43,0.0,175.0
1395,cartopy,44,0.0,175.0
1396,cartopy,45,0.0,175.0
1397,cartopy,46,0.0,175.0
1398,cartopy,47,4.0,175.0
1399,cartopy,48,11.0,175.0
1400,cartopy,49,0.0,175.0
1401,cartopy,50,3.0,175.0
1402,cartopy,51,6.0,175.0
1403,cartopy,52,0.0,175.0
1404,graph-tool,1,0.0,0.0
1405,graph-tool,2,0.0,0.0
1406,graph-tool,3,0.0,0.0
1407,graph-tool,4,0.0,0.0
1408,graph-tool,5,0.0,0.0
1409,graph-tool,6,0.0,0.0
1410,graph-tool,7,0.0,0.0
1411,graph-tool,8,0.0,0.0
1412,graph-tool,9,0.0,0.0
1413,graph-tool,10,0.0,0.0
1414,graph-tool,11,0.0,0.0
1415,graph-tool,12,0.0,0.0
1416,graph-tool,13,0.0,0.0
1417,graph-tool,14,0.0,0.0
1418,graph-tool,15,0.0,0.0
1419,graph-tool,16,0.0,0.0
1420,graph-tool,17,0.0,0.0
1421,graph-tool,18,0.0,0.0
1422,graph-tool,19,0.0,0.0
1423,graph-tool,20,0.0,0.0
1424,graph-tool,21,0.0,0.0
1425,graph-tool,22,0.0,0.0
1426,graph-tool,23,0.0,0.0
1427,graph-tool,24,0.0,0.0
1428,graph-tool,25,0.0,0.0
1429,graph-tool,26,0.0,0.0
1430,graph-tool,27,0.0,0.0
1431,graph-tool,28,0.0,0.0
1432,graph-tool,29,0.0,0.0
1433,graph-tool,30,0.0,0.0
1434,graph-tool,31,0.0,0.0
1435,graph-tool,32,0.0,0.0
1436,graph-tool,33,0.0,0.0
1437,graph-tool,34,0.0,0.0
1438,graph-tool,35,0.0,0.0
1439,graph-tool,36,0.0,0.0
1440,graph-tool,37,0.0,0.0
1441,graph-tool,38,0.0,0.0
1442,graph-tool,39,0.0,0.0
1443,graph-tool,40,0.0,0.0
1444,graph-tool,41,0.0,0.0
1445,graph-tool,42,0.0,0.0
1446,graph-tool,43,0.0,0.0
1447,graph-tool,44,0.0,0.0
1448,graph-tool,45,0.0,0.0
1449,graph-tool,46,0.0,0.0
1450,graph-tool,47,0.0,0.0
1451,graph-tool,48,0.0,0.0
1452,graph-tool,49,0.0,0.0
1453,graph-tool,50,0.0,0.0
1454,graph-tool,51,0.0,0.0
1455,graph-tool,52,0.0,0.0
1456,yellowbrick,1,1.0,174.0
1457,yellowbrick,2,0.0,174.0
1458,yellowbrick,3,0.0,174.0
1459,yellowbrick,4,6.0,174.0
1460,yellowbrick,5,0.0,174.0
1461,yellowbrick,6,0.0,174.0
1462,yellowbrick,7,0.0,174.0
1463,yellowbrick,8,0.0,174.0
1464,yellowbrick,9,0.0,174.0
1465,yellowbrick,10,0.0,174.0
1466,yellowbrick,11,0.0,174.0
1467,yellowbrick,12,0.0,174.0
1468,yellowbrick,13,3.0,174.0
1469,yellowbrick,14,0.0,174.0
1470,yellowbrick,15,0.0,174.0
1471,yellowbrick,16,3.0,174.0
1472,yellowbrick,17,0.0,174.0
1473,yellowbrick,18,0.0,174.0
1474,yellowbrick,19,0.0,174.0
1475,yellowbrick,20,1.0,174.0
1476,yellowbrick,21,0.0,174.0
1477,yellowbrick,22,0.0,174.0
1478,yellowbrick,23,0.0,174.0
1479,yellowbrick,24,0.0,174.0
1480,yellowbrick,25,1.0,174.0
1481,yellowbrick,26,0.0,174.0
1482,yellowbrick,27,0.0,174.0
1483,yellowbrick,28,0.0,174.0
1484,yellowbrick,29,10.0,174.0
1485,yellowbrick,30,5.0,174.0
1486,yellowbrick,31,19.0,174.0
1487,yellowbrick,32,14.0,174.0
1488,yellowbrick,33,4.0,174.0
1489,yellowbrick,34,4.0,174.0
1490,yellowbrick,35,0.0,174.0
1491,yellowbrick,36,3.0,174.0
1492,yellowbrick,37,0.0,174.0
1493,yellowbrick,38,0.0,174.0
1494,yellowbrick,39,9.0,174.0
1495,yellowbrick,40,9.0,174.0
1496,yellowbrick,41,9.0,174.0
1497,yellowbrick,42,19.0,174.0
1498,yellowbrick,43,7.0,174.0
1499,yellowbrick,44,6.0,174.0
1500,yellowbrick,45,4.0,174.0
1501,yellowbrick,46,1.0,174.0
1502,yellowbrick,47,1.0,174.0
1503,yellowbrick,48,3.0,174.0
1504,yellowbrick,49,9.0,174.0
1505,yellowbrick,50,9.0,174.0
1506,yellowbrick,51,10.0,174.0
1507,yellowbrick,52,4.0,174.0
1508,scikit-plot,1,1.0,27.0
1509,scikit-plot,2,1.0,27.0
1510,scikit-plot,3,0.0,27.0
1511,scikit-plot,4,9.0,27.0
1512,scikit-plot,5,3.0,27.0
1513,scikit-plot,6,0.0,27.0
1514,scikit-plot,7,2.0,27.0
1515,scikit-plot,8,0.0,27.0
1516,scikit-plot,9,0.0,27.0
1517,scikit-plot,10,1.0,27.0
1518,scikit-plot,11,4.0,27.0
1519,scikit-plot,12,0.0,27.0
1520,scikit-plot,13,0.0,27.0
1521,scikit-plot,14,0.0,27.0
1522,scikit-plot,15,0.0,27.0
1523,scikit-plot,16,0.0,27.0
1524,scikit-plot,17,0.0,27.0
1525,scikit-plot,18,0.0,27.0
1526,scikit-plot,19,0.0,27.0
1527,scikit-plot,20,0.0,27.0
1528,scikit-plot,21,0.0,27.0
1529,scikit-plot,22,1.0,27.0
1530,scikit-plot,23,1.0,27.0
1531,scikit-plot,24,0.0,27.0
1532,scikit-plot,25,1.0,27.0
1533,scikit-plot,26,0.0,27.0
1534,scikit-plot,27,0.0,27.0
1535,scikit-plot,28,0.0,27.0
1536,scikit-plot,29,0.0,27.0
1537,scikit-plot,30,0.0,27.0
1538,scikit-plot,31,0.0,27.0
1539,scikit-plot,32,0.0,27.0
1540,scikit-plot,33,0.0,27.0
1541,scikit-plot,34,0.0,27.0
1542,scikit-plot,35,0.0,27.0
1543,scikit-plot,36,0.0,27.0
1544,scikit-plot,37,0.0,27.0
1545,scikit-plot,38,0.0,27.0
1546,scikit-plot,39,3.0,27.0
1547,scikit-plot,40,0.0,27.0
1548,scikit-plot,41,0.0,27.0
1549,scikit-plot,42,0.0,27.0
1550,scikit-plot,43,0.0,27.0
1551,scikit-plot,44,0.0,27.0
1552,scikit-plot,45,0.0,27.0
1553,scikit-plot,46,0.0,27.0
1554,scikit-plot,47,0.0,27.0
1555,scikit-plot,48,0.0,27.0
1556,scikit-plot,49,0.0,27.0
1557,scikit-plot,50,0.0,27.0
1558,scikit-plot,51,0.0,27.0
1559,scikit-plot,52,0.0,27.0
1560,mpld3,1,0.0,10.0
1561,mpld3,2,0.0,10.0
1562,mpld3,3,0.0,10.0
1563,mpld3,4,0.0,10.0
1564,mpld3,5,0.0,10.0
1565,mpld3,6,0.0,10.0
1566,mpld3,7,0.0,10.0
1567,mpld3,8,0.0,10.0
1568,mpld3,9,0.0,10.0
1569,mpld3,10,0.0,10.0
1570,mpld3,11,1.0,10.0
1571,mpld3,12,0.0,10.0
1572,mpld3,13,0.0,10.0
1573,mpld3,14,1.0,10.0
1574,mpld3,15,0.0,10.0
1575,mpld3,16,0.0,10.0
1576,mpld3,17,0.0,10.0
1577,mpld3,18,0.0,10.0
1578,mpld3,19,0.0,10.0
1579,mpld3,20,0.0,10.0
